uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,damage,percentDebark,mort_date,mort_binar,notes,waxHeight_cm,rootCol,waxQual,origNotes,mort2,uniqueIDYear,unIDyearSite,transDamage.x.t,transDamage.x
B2R4wax CS3,clearcut,2019,2,4,wax C,3,61,15,570,80,0,0,alive,0,,1,alive,0,B2R4wax CS3_2019,B2R4wax CS3_2019_clearcut,1.815361798,570
B2R4wax CS3,clearcut,2020,2,4,wax C,3,67,17.2,1000,0,0,0,alive,0,,2,alive,0,B2R4wax CS3_2020,B2R4wax CS3_2020_clearcut,2.597172077,1000
B2R4wax CS4,clearcut,2018,2,4,wax C,4,40,14.7,0,0,0,0,alive,0,,0,alive,0,B2R4wax CS4_2018,B2R4wax CS4_2018_clearcut,-0.593674658,0
B2R4wax CS4,clearcut,2019,2,4,wax C,4,56,14.3,800,100,0,0,alive,0,,4,alive,0,B2R4wax CS4_2019,B2R4wax CS4_2019_clearcut,2.260305424,800
B2R4wax CS4,clearcut,2020,2,4,wax C,4,74,18.4,1000,0,0,0,alive,0,,4,alive,0,B2R4wax CS4_2020,B2R4wax CS4_2020_clearcut,2.597172077,1000
B2R4wax CS5,clearcut,2018,2,4,wax C,5,0,0,0,0,2018,1,Hylastes,0,,1,Hylastes,1,B2R4wax CS5_2018,B2R4wax CS5_2018_clearcut,-0.593674658,0
B2R4wax CS6,clearcut,2018,2,4,wax C,6,0,0,0,0,2018,1,other,0,,0,human,1,B2R4wax CS6_2018,B2R4wax CS6_2018_clearcut,-0.593674658,0
B2R4wax CS7,clearcut,2018,2,4,wax C,7,65,10.7,0,0,0,0,alive,0,,1,alive,0,B2R4wax CS7_2018,B2R4wax CS7_2018_clearcut,-0.593674658,0
B2R4wax CS7,clearcut,2019,2,4,wax C,7,74,13.5,780,90,0,0,alive,0,,2,alive,0,B2R4wax CS7_2019,B2R4wax CS7_2019_clearcut,2.224404875,780
B2R4wax CS7,clearcut,2020,2,4,wax C,7,102,21.7,200,0,0,0,alive,0,,3,alive,0,B2R4wax CS7_2020,B2R4wax CS7_2020_clearcut,0.833315383,200
B2R4wax CS8,clearcut,2018,2,4,wax C,8,61,10.5,0,0,0,0,alive,0,,1,alive,0,B2R4wax CS8_2018,B2R4wax CS8_2018_clearcut,-0.593674658,0
B2R4wax CS8,clearcut,2019,2,4,wax C,8,63,12.1,540,100,0,0,alive,0,,3,alive,0,B2R4wax CS8_2019,B2R4wax CS8_2019_clearcut,1.751109247,540
B2R4wax CS8,clearcut,2020,2,4,wax C,8,0,0,0,0,2020,1,other,0,,0,human,1,B2R4wax CS8_2020,B2R4wax CS8_2020_clearcut,-0.593674658,0
B2R4wax CS9,clearcut,2018,2,4,wax C,9,37,6.2,0,0,0,0,alive,0,,4,alive,0,B2R4wax CS9_2018,B2R4wax CS9_2018_clearcut,-0.593674658,0
B2R4wax CS9,clearcut,2019,2,4,wax C,9,46,7.6,500,100,0,0,alive,0,,4,alive,0,B2R4wax CS9_2019,B2R4wax CS9_2019_clearcut,1.662594706,500
B2R4wax CS9,clearcut,2020,2,4,wax C,9,0,0,2000,0,2020,1,Hylobius,0,,0,Hylobius,1,B2R4wax CS9_2020,B2R4wax CS9_2020_clearcut,3.91886407,2000
B2R5chemicalS1,clearcut,2018,2,5,chemical,1,20,2.8,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS1_2018,B2R5chemicalS1_2018_clearcut,-0.593674658,0
B2R5chemicalS1,clearcut,2019,2,5,chemical,1,20,2.9,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS1_2019,B2R5chemicalS1_2019_clearcut,-0.593674658,0
B2R5chemicalS1,clearcut,2020,2,5,chemical,1,22,3.6,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS1_2020,B2R5chemicalS1_2020_clearcut,-0.593674658,0
B2R5chemicalS10,clearcut,2018,2,5,chemical,10,0,0,0,0,2018,1,other,0,,0,other,1,B2R5chemicalS10_2018,B2R5chemicalS10_2018_clearcut,-0.593674658,0
B2R5chemicalS2,clearcut,2018,2,5,chemical,2,0,0,30,20,2018,1,other,0,,0,other,1,B2R5chemicalS2_2018,B2R5chemicalS2_2018_clearcut,-0.041003791,30
B2R5chemicalS3,clearcut,2018,2,5,chemical,3,0,0,10,10,2018,1,other,0,,0,other,1,B2R5chemicalS3_2018,B2R5chemicalS3_2018_clearcut,-0.274589984,10
B2R5chemicalS4,clearcut,2018,2,5,chemical,4,0,0,150,35,2018,1,Hylobius,0,,0,Hylobius,1,B2R5chemicalS4_2018,B2R5chemicalS4_2018_clearcut,0.642134969,150
B2R5chemicalS5,clearcut,2018,2,5,chemical,5,45,6.9,35,25,0,0,alive,0,,0,alive,0,B2R5chemicalS5_2018,B2R5chemicalS5_2018_clearcut,0.003278105,35
B2R5chemicalS5,clearcut,2019,2,5,chemical,5,50,10.1,50,10,0,0,alive,0,,0,terminal,0,B2R5chemicalS5_2019,B2R5chemicalS5_2019_clearcut,0.119820363,50
B2R5chemicalS5,clearcut,2020,2,5,chemical,5,67,17,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS5_2020,B2R5chemicalS5_2020_clearcut,-0.593674658,0
B2R5chemicalS6,clearcut,2018,2,5,chemical,6,41,6.1,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS6_2018,B2R5chemicalS6_2018_clearcut,-0.593674658,0
B2R5chemicalS6,clearcut,2019,2,5,chemical,6,44,7.5,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS6_2019,B2R5chemicalS6_2019_clearcut,-0.593674658,0
B2R5chemicalS6,clearcut,2020,2,5,chemical,6,57,10.9,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS6_2020,B2R5chemicalS6_2020_clearcut,-0.593674658,0
B2R5chemicalS7,clearcut,2018,2,5,chemical,7,0,0,90,60,2018,1,Hylobius,0,,0,Hylobius,1,B2R5chemicalS7_2018,B2R5chemicalS7_2018_clearcut,0.363579363,90
B2R5chemicalS8,clearcut,2018,2,5,chemical,8,46,6.4,40,0,0,0,alive,0,,0,alive,0,B2R5chemicalS8_2018,B2R5chemicalS8_2018_clearcut,0.044494689,40
B2R5chemicalS8,clearcut,2019,2,5,chemical,8,0,0,0,0,2019,1,other,0,,0,other,1,B2R5chemicalS8_2019,B2R5chemicalS8_2019_clearcut,-0.593674658,0
B2R5chemicalS9,clearcut,2018,2,5,chemical,9,38,5.5,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS9_2018,B2R5chemicalS9_2018_clearcut,-0.593674658,0
B2R5chemicalS9,clearcut,2019,2,5,chemical,9,54,10.7,0,0,0,0,alive,0,,0,alive,0,B2R5chemicalS9_2019,B2R5chemicalS9_2019_clearcut,-0.593674658,0
B2R5chemicalS9,clearcut,2020,2,5,chemical,9,75,17.5,0,0,0,0,alive,0,,0,terminal,0,B2R5chemicalS9_2020,B2R5chemicalS9_2020_clearcut,-0.593674658,0
B2R6controlS1,clearcut,2018,2,6,control,1,51,6.3,0,0,0,0,alive,0,,0,alive,0,B2R6controlS1_2018,B2R6controlS1_2018_clearcut,-0.593674658,0
B2R6controlS1,clearcut,2019,2,6,control,1,57,10.7,1100,100,0,0,alive,0,,0,alive,0,B2R6controlS1_2019,B2R6controlS1_2019_clearcut,2.752913631,1100
B2R6controlS1,clearcut,2020,2,6,control,1,63,13.5,1000,0,0,0,alive,0,,0,alive,0,B2R6controlS1_2020,B2R6controlS1_2020_clearcut,2.597172077,1000
B2R6controlS10,clearcut,2018,2,6,control,10,48,5.6,510,50,0,0,alive,0,,0,alive,0,B2R6controlS10_2018,B2R6controlS10_2018_clearcut,1.685045701,510
B2R6controlS10,clearcut,2019,2,6,control,10,53,6.3,1800,100,0,0,alive,0,,0,alive,0,B2R6controlS10_2019,B2R6controlS10_2019_clearcut,3.687295465,1800
B2R6controlS10,clearcut,2020,2,6,control,10,0,0,0,0,2020,1,other,0,,0,other,1,B2R6controlS10_2020,B2R6controlS10_2020_clearcut,-0.593674658,0
B2R6controlS2,clearcut,2018,2,6,control,2,30,5.6,0,0,0,0,alive,0,,0,alive,0,B2R6controlS2_2018,B2R6controlS2_2018_clearcut,-0.593674658,0
B2R6controlS2,clearcut,2019,2,6,control,2,34,5.9,50,20,0,0,alive,0,,0,alive,0,B2R6controlS2_2019,B2R6controlS2_2019_clearcut,0.119820363,50
B2R6controlS2,clearcut,2020,2,6,control,2,0,0,2000,0,2020,1,Hylobius,0,,0,Hylobius,1,B2R6controlS2_2020,B2R6controlS2_2020_clearcut,3.91886407,2000
B2R6controlS3,clearcut,2018,2,6,control,3,32,5.1,20,10,0,0,alive,0,,0,alive,0,B2R6controlS3_2018,B2R6controlS3_2018_clearcut,-0.142420785,20
B2R6controlS3,clearcut,2019,2,6,control,3,39,5,430,80,0,0,alive,0,,0,alive,0,B2R6controlS3_2019,B2R6controlS3_2019_clearcut,1.498703473,430
B2R6controlS3,clearcut,2020,2,6,control,3,0,0,1500,0,2020,1,Hylobius,0,,0,Hylobius,1,B2R6controlS3_2020,B2R6controlS3_2020_clearcut,3.314298516,1500
B2R6controlS4,clearcut,2018,2,6,control,4,0,0,140,90,2018,1,Hylobius,0,,0,Hylobius,1,B2R6controlS4_2018,B2R6controlS4_2018_clearcut,0.600230868,140
B2R6controlS5,clearcut,2018,2,6,control,5,0,0,190,80,2018,1,Hylobius,0,,0,Hylobius,1,B2R6controlS5_2018,B2R6controlS5_2018_clearcut,0.797183189,190
B2R6controlS6,clearcut,2018,2,6,control,6,33,5.8,1200,90,0,0,alive,0,,0,alive,0,B2R6controlS6_2018,B2R6controlS6_2018_clearcut,2.901722811,1200
B2R6controlS6,clearcut,2019,2,6,control,6,0,0,450,90,2019,1,Hylobius,0,,0,Hylobius,1,B2R6controlS6_2019,B2R6controlS6_2019_clearcut,1.546810404,450
B2R6controlS7,clearcut,2018,2,6,control,7,45,5.8,200,30,0,0,alive,0,,0,alive,0,B2R6controlS7_2018,B2R6controlS7_2018_clearcut,0.833315383,200
B2R6controlS7,clearcut,2019,2,6,control,7,31,10.1,650,100,0,0,alive,0,,0,terminal,0,B2R6controlS7_2019,B2R6controlS7_2019_clearcut,1.978868223,650
B2R6controlS7,clearcut,2020,2,6,control,7,42,10.4,500,0,0,0,alive,0,,0,alive,0,B2R6controlS7_2020,B2R6controlS7_2020_clearcut,1.662594706,500
B2R6controlS8,clearcut,2018,2,6,control,8,0,0,200,100,2018,1,Hylobius,0,,0,Hylobius,1,B2R6controlS8_2018,B2R6controlS8_2018_clearcut,0.833315383,200
B2R6controlS9,clearcut,2018,2,6,control,9,55,8.3,70,10,0,0,alive,0,,0,alive,0,B2R6controlS9_2018,B2R6controlS9_2018_clearcut,0.250544036,70
B2R6controlS9,clearcut,2019,2,6,control,9,61,14.5,80,80,0,0,alive,0,,0,alive,0,B2R6controlS9_2019,B2R6controlS9_2019_clearcut,0.308833088,80
B2R6controlS9,clearcut,2020,2,6,control,9,73,14.2,0,0,0,0,alive,0,,0,alive,0,B2R6controlS9_2020,B2R6controlS9_2020_clearcut,-0.593674658,0
B3R1glueS10,clearcut,2018,3,1,glue,10,31,7,130,30,0,0,alive,0,,0,alive,0,B3R1glueS10_2018,B3R1glueS10_2018_clearcut,0.556801494,130
B3R1glueS10,clearcut,2019,3,1,glue,10,45,11.4,150,40,0,0,alive,0,,0,alive,0,B3R1glueS10_2019,B3R1glueS10_2019_clearcut,0.642134969,150
B3R1glueS10,clearcut,2020,3,1,glue,10,54,19.7,130,0,0,0,alive,0,,0,alive,0,B3R1glueS10_2020,B3R1glueS10_2020_clearcut,0.556801494,130
B3R1glueS11,clearcut,2018,3,1,glue,11,43,10,0,0,0,0,alive,0,,0,alive,0,B3R1glueS11_2018,B3R1glueS11_2018_clearcut,-0.593674658,0
B3R1glueS11,clearcut,2019,3,1,glue,11,0,0,0,0,2019,1,other,0,,0,human,1,B3R1glueS11_2019,B3R1glueS11_2019_clearcut,-0.593674658,0
B3R1glueS2,clearcut,2018,3,1,glue,2,0,0,0,0,2018,1,other,0,,0,other,1,B3R1glueS2_2018,B3R1glueS2_2018_clearcut,-0.593674658,0
B3R1glueS3,clearcut,2018,3,1,glue,3,24,3.6,0,0,0,0,alive,0,,0,alive,0,B3R1glueS3_2018,B3R1glueS3_2018_clearcut,-0.593674658,0
B3R1glueS3,clearcut,2019,3,1,glue,3,37,7.6,100,30,0,0,alive,0,,0,alive,0,B3R1glueS3_2019,B3R1glueS3_2019_clearcut,0.415359677,100
B3R1glueS3,clearcut,2020,3,1,glue,3,0,0,300,0,2020,1,Hylobius,0,,0,Hylobius,1,B3R1glueS3_2020,B3R1glueS3_2020_clearcut,1.154024077,300
B3R1glueS4,clearcut,2018,3,1,glue,4,0,0,110,50,2018,1,Hylobius,0,,0,Hylobius,1,B3R1glueS4_2018,B3R1glueS4_2018_clearcut,0.464609481,110
B3R1glueS5,clearcut,2018,3,1,glue,5,36,5.3,160,50,0,0,alive,0,,0,alive,0,B3R1glueS5_2018,B3R1glueS5_2018_clearcut,0.682664036,160
B3R1glueS5,clearcut,2019,3,1,glue,5,0,0,0,0,2019,1,other,0,,0,other,1,B3R1glueS5_2019,B3R1glueS5_2019_clearcut,-0.593674658,0
B3R1glueS6,clearcut,2018,3,1,glue,6,0,0,0,0,2018,1,other,0,,0,other,1,B3R1glueS6_2018,B3R1glueS6_2018_clearcut,-0.593674658,0
B3R1glueS7,clearcut,2018,3,1,glue,7,26,4.7,30,20,0,0,alive,0,,0,alive,0,B3R1glueS7_2018,B3R1glueS7_2018_clearcut,-0.041003791,30
B3R1glueS7,clearcut,2019,3,1,glue,7,46,11.9,0,0,0,0,alive,0,,0,alive,0,B3R1glueS7_2019,B3R1glueS7_2019_clearcut,-0.593674658,0
B3R1glueS7,clearcut,2020,3,1,glue,7,62,15.9,150,0,0,0,alive,0,,0,alive,0,B3R1glueS7_2020,B3R1glueS7_2020_clearcut,0.642134969,150
B3R1glueS8,clearcut,2018,3,1,glue,8,45,7.2,0,0,0,0,alive,0,,0,alive,0,B3R1glueS8_2018,B3R1glueS8_2018_clearcut,-0.593674658,0
B3R1glueS8,clearcut,2019,3,1,glue,8,37,8.7,100,20,0,0,alive,0,,0,alive,0,B3R1glueS8_2019,B3R1glueS8_2019_clearcut,0.415359677,100
B3R1glueS8,clearcut,2020,3,1,glue,8,41,12,100,0,0,0,alive,0,,0,alive,0,B3R1glueS8_2020,B3R1glueS8_2020_clearcut,0.415359677,100
B3R1glueS9,clearcut,2018,3,1,glue,9,35,6.8,50,20,0,0,alive,0,,0,alive,0,B3R1glueS9_2018,B3R1glueS9_2018_clearcut,0.119820363,50
B3R1glueS9,clearcut,2019,3,1,glue,9,33,10.2,50,10,0,0,alive,0,,0,alive,0,B3R1glueS9_2019,B3R1glueS9_2019_clearcut,0.119820363,50
B3R1glueS9,clearcut,2020,3,1,glue,9,37,11.1,70,0,0,0,alive,0,,0,alive,0,B3R1glueS9_2020,B3R1glueS9_2020_clearcut,0.250544036,70
B3R2wax CS1,clearcut,2018,3,2,wax C,1,46,8.5,0,0,0,0,alive,0,,1,alive,0,B3R2wax CS1_2018,B3R2wax CS1_2018_clearcut,-0.593674658,0
B3R2wax CS1,clearcut,2019,3,2,wax C,1,50,10.6,220,70,0,0,alive,0,,3,alive,0,B3R2wax CS1_2019,B3R2wax CS1_2019_clearcut,0.902965124,220
B3R2wax CS1,clearcut,2020,3,2,wax C,1,64,16.3,0,0,0,0,alive,0,,4,alive,0,B3R2wax CS1_2020,B3R2wax CS1_2020_clearcut,-0.593674658,0
B3R2wax CS10,clearcut,2018,3,2,wax C,10,32,6.7,0,0,0,0,alive,0,,1,alive,0,B3R2wax CS10_2018,B3R2wax CS10_2018_clearcut,-0.593674658,0
B3R2wax CS10,clearcut,2019,3,2,wax C,10,36,10.1,140,50,0,0,alive,0,,2,alive,0,B3R2wax CS10_2019,B3R2wax CS10_2019_clearcut,0.600230868,140
B3R2wax CS10,clearcut,2020,3,2,wax C,10,46,10.2,1500,0,0,0,alive,0,,4,alive,0,B3R2wax CS10_2020,B3R2wax CS10_2020_clearcut,3.314298516,1500
B3R2wax CS2,clearcut,2018,3,2,wax C,2,30,7.4,0,0,0,0,alive,0,,0,alive,0,B3R2wax CS2_2018,B3R2wax CS2_2018_clearcut,-0.593674658,0
B3R2wax CS2,clearcut,2019,3,2,wax C,2,35,8.8,260,70,0,0,alive,0,,2,alive,0,B3R2wax CS2_2019,B3R2wax CS2_2019_clearcut,1.033344319,260
B3R2wax CS2,clearcut,2020,3,2,wax C,2,46,12.2,0,0,0,0,alive,0,,3,alive,0,B3R2wax CS2_2020,B3R2wax CS2_2020_clearcut,-0.593674658,0
B3R2wax CS3,clearcut,2018,3,2,wax C,3,0,0,0,0,2018,1,other,0,,1,other,1,B3R2wax CS3_2018,B3R2wax CS3_2018_clearcut,-0.593674658,0
B3R2wax CS4,clearcut,2018,3,2,wax C,4,37,6.4,0,0,0,0,alive,0,,1,alive,0,B3R2wax CS4_2018,B3R2wax CS4_2018_clearcut,-0.593674658,0
B3R2wax CS4,clearcut,2019,3,2,wax C,4,47,8.8,1800,100,0,0,alive,0,,3,alive,0,B3R2wax CS4_2019,B3R2wax CS4_2019_clearcut,3.687295465,1800
B3R2wax CS4,clearcut,2020,3,2,wax C,4,0,0,1000,0,2020,1,Hylobius,0,,4,Hylobius,1,B3R2wax CS4_2020,B3R2wax CS4_2020_clearcut,2.597172077,1000
B3R2wax CS5,clearcut,2018,3,2,wax C,5,45,7.9,0,0,0,0,alive,0,,1,alive,0,B3R2wax CS5_2018,B3R2wax CS5_2018_clearcut,-0.593674658,0
B3R2wax CS5,clearcut,2019,3,2,wax C,5,49,10.2,640,100,0,0,alive,0,,3,alive,0,B3R2wax CS5_2019,B3R2wax CS5_2019_clearcut,1.95900273,640
B3R2wax CS5,clearcut,2020,3,2,wax C,5,0,0,1200,0,2020,1,Hylobius,0,,4,Hylobius,1,B3R2wax CS5_2020,B3R2wax CS5_2020_clearcut,2.901722811,1200
B3R2wax CS6,clearcut,2018,3,2,wax C,6,18,3.1,0,0,0,0,alive,0,,1,alive,0,B3R2wax CS6_2018,B3R2wax CS6_2018_clearcut,-0.593674658,0
B3R2wax CS6,clearcut,2019,3,2,wax C,6,22,5.9,0,0,0,0,alive,0,,4,alive,0,B3R2wax CS6_2019,B3R2wax CS6_2019_clearcut,-0.593674658,0
B3R2wax CS6,clearcut,2020,3,2,wax C,6,0,0,0,0,2020,1,other,0,,0,other,1,B3R2wax CS6_2020,B3R2wax CS6_2020_clearcut,-0.593674658,0
B3R2wax CS7,clearcut,2018,3,2,wax C,7,39,8.7,0,0,0,0,alive,0,,1,alive,0,B3R2wax CS7_2018,B3R2wax CS7_2018_clearcut,-0.593674658,0
B3R2wax CS7,clearcut,2019,3,2,wax C,7,47,10.6,1800,100,0,0,alive,0,,2,alive,0,B3R2wax CS7_2019,B3R2wax CS7_2019_clearcut,3.687295465,1800
B3R2wax CS7,clearcut,2020,3,2,wax C,7,0,0,1500,0,2020,1,Hylobius,0,,3,Hylobius,1,B3R2wax CS7_2020,B3R2wax CS7_2020_clearcut,3.314298516,1500
B3R2wax CS8,clearcut,2018,3,2,wax C,8,43,8.7,0,0,0,0,alive,0,,3,alive,0,B3R2wax CS8_2018,B3R2wax CS8_2018_clearcut,-0.593674658,0
B3R2wax CS8,clearcut,2019,3,2,wax C,8,45,9.3,0,0,0,0,alive,0,,3,alive,0,B3R2wax CS8_2019,B3R2wax CS8_2019_clearcut,-0.593674658,0
B3R2wax CS8,clearcut,2020,3,2,wax C,8,45,9.7,0,0,0,0,alive,0,,4,alive,0,B3R2wax CS8_2020,B3R2wax CS8_2020_clearcut,-0.593674658,0
B3R2wax CS9,clearcut,2018,3,2,wax C,9,0,0,0,0,2018,1,other,0,,0,other,1,B3R2wax CS9_2018,B3R2wax CS9_2018_clearcut,-0.593674658,0
B3R3chemicalS1,clearcut,2018,3,3,chemical,1,0,0,60,80,2018,1,other,0,,0,other,1,B3R3chemicalS1_2018,B3R3chemicalS1_2018_clearcut,0.187919977,60
B3R3chemicalS10,clearcut,2018,3,3,chemical,10,42,5.6,10,5,0,0,alive,0,,0,alive,0,B3R3chemicalS10_2018,B3R3chemicalS10_2018_clearcut,-0.274589984,10
B3R3chemicalS10,clearcut,2019,3,3,chemical,10,42,7.8,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS10_2019,B3R3chemicalS10_2019_clearcut,-0.593674658,0
B3R3chemicalS10,clearcut,2020,3,3,chemical,10,53,11,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS10_2020,B3R3chemicalS10_2020_clearcut,-0.593674658,0
B3R3chemicalS2,clearcut,2018,3,3,chemical,2,0,0,0,0,2018,1,other,0,,0,other,1,B3R3chemicalS2_2018,B3R3chemicalS2_2018_clearcut,-0.593674658,0
B3R3chemicalS3,clearcut,2018,3,3,chemical,3,0,0,50,20,2018,1,other,0,,0,other,1,B3R3chemicalS3_2018,B3R3chemicalS3_2018_clearcut,0.119820363,50
B3R3chemicalS4,clearcut,2018,3,3,chemical,4,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B3R3chemicalS4_2018,B3R3chemicalS4_2018_clearcut,-0.593674658,0
B3R3chemicalS5,clearcut,2018,3,3,chemical,5,0,0,100,90,2018,1,Hylobius,0,,0,Hylobius,1,B3R3chemicalS5_2018,B3R3chemicalS5_2018_clearcut,0.415359677,100
B3R3chemicalS6,clearcut,2018,3,3,chemical,6,40,8.5,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS6_2018,B3R3chemicalS6_2018_clearcut,-0.593674658,0
B3R3chemicalS6,clearcut,2019,3,3,chemical,6,41,10.1,10,10,0,0,alive,0,,0,alive,0,B3R3chemicalS6_2019,B3R3chemicalS6_2019_clearcut,-0.274589984,10
B3R3chemicalS6,clearcut,2020,3,3,chemical,6,56,17.9,20,0,0,0,alive,0,,0,alive,0,B3R3chemicalS6_2020,B3R3chemicalS6_2020_clearcut,-0.142420785,20
B3R3chemicalS7,clearcut,2018,3,3,chemical,7,46,8.3,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS7_2018,B3R3chemicalS7_2018_clearcut,-0.593674658,0
B3R3chemicalS7,clearcut,2019,3,3,chemical,7,51,11.3,20,10,0,0,alive,0,,0,alive,0,B3R3chemicalS7_2019,B3R3chemicalS7_2019_clearcut,-0.142420785,20
B3R3chemicalS7,clearcut,2020,3,3,chemical,7,43,17.5,0,0,0,0,alive,0,,0,terminal,0,B3R3chemicalS7_2020,B3R3chemicalS7_2020_clearcut,-0.593674658,0
B3R3chemicalS8,clearcut,2018,3,3,chemical,8,50,6.9,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS8_2018,B3R3chemicalS8_2018_clearcut,-0.593674658,0
B3R3chemicalS8,clearcut,2019,3,3,chemical,8,51,9.3,40,10,0,0,alive,0,,0,alive,0,B3R3chemicalS8_2019,B3R3chemicalS8_2019_clearcut,0.044494689,40
B3R3chemicalS8,clearcut,2020,3,3,chemical,8,75,15.6,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS8_2020,B3R3chemicalS8_2020_clearcut,-0.593674658,0
B3R3chemicalS9,clearcut,2018,3,3,chemical,9,39,5.9,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS9_2018,B3R3chemicalS9_2018_clearcut,-0.593674658,0
B3R3chemicalS9,clearcut,2019,3,3,chemical,9,42,8.9,20,10,0,0,alive,0,,0,alive,0,B3R3chemicalS9_2019,B3R3chemicalS9_2019_clearcut,-0.142420785,20
B3R3chemicalS9,clearcut,2020,3,3,chemical,9,67,12.5,0,0,0,0,alive,0,,0,alive,0,B3R3chemicalS9_2020,B3R3chemicalS9_2020_clearcut,-0.593674658,0
B3R4collarS1,clearcut,2018,3,4,collar,1,0,0,350,0,2018,1,Hylobius,0,,0,Hylobius,1,B3R4collarS1_2018,B3R4collarS1_2018_clearcut,1.294055728,350
B3R4collarS11,clearcut,2018,3,4,collar,11,0,0,80,50,2018,1,Hylobius,0,,0,Hylobius,1,B3R4collarS11_2018,B3R4collarS11_2018_clearcut,0.308833088,80
B3R4collarS2,clearcut,2018,3,4,collar,2,19,27,10,10,0,0,alive,0,VG,0,alive,0,B3R4collarS2_2018,B3R4collarS2_2018_clearcut,-0.274589984,10
B3R4collarS2,clearcut,2019,3,4,collar,2,20,2.7,0,0,0,0,alive,0,,0,alive,0,B3R4collarS2_2019,B3R4collarS2_2019_clearcut,-0.593674658,0
B3R4collarS2,clearcut,2020,3,4,collar,2,24,3.2,0,0,0,0,alive,0,Z,0,alive,0,B3R4collarS2_2020,B3R4collarS2_2020_clearcut,-0.593674658,0
B3R4collarS3,clearcut,2018,3,4,collar,3,17,3.9,0,0,0,0,alive,0,VG,0,alive,0,B3R4collarS3_2018,B3R4collarS3_2018_clearcut,-0.593674658,0
B3R4collarS3,clearcut,2019,3,4,collar,3,0,0,0,0,2019,1,Hylastes,0,,0,Hylastes,1,B3R4collarS3_2019,B3R4collarS3_2019_clearcut,-0.593674658,0
B3R4collarS4,clearcut,2018,3,4,collar,4,17,3.9,0,0,0,0,alive,0,VG,0,alive,0,B3R4collarS4_2018,B3R4collarS4_2018_clearcut,-0.593674658,0
B3R4collarS4,clearcut,2019,3,4,collar,4,33,7.6,0,0,0,0,alive,0,,0,alive,0,B3R4collarS4_2019,B3R4collarS4_2019_clearcut,-0.593674658,0
B3R4collarS4,clearcut,2020,3,4,collar,4,50,11.3,250,0,0,0,alive,0,Z,0,alive,0,B3R4collarS4_2020,B3R4collarS4_2020_clearcut,1.00174871,250
B3R4collarS5,clearcut,2018,3,4,collar,5,25,4.4,0,0,0,0,alive,0,,0,alive,0,B3R4collarS5_2018,B3R4collarS5_2018_clearcut,-0.593674658,0
B3R4collarS5,clearcut,2019,3,4,collar,5,0,0,0,0,2019,1,other,0,,0,other,1,B3R4collarS5_2019,B3R4collarS5_2019_clearcut,-0.593674658,0
B3R4collarS6,clearcut,2018,3,4,collar,6,12,4.4,0,0,0,0,alive,0,VG,0,terminal,0,B3R4collarS6_2018,B3R4collarS6_2018_clearcut,-0.593674658,0
B3R4collarS6,clearcut,2019,3,4,collar,6,32,4.7,0,0,0,0,alive,0,,0,alive,0,B3R4collarS6_2019,B3R4collarS6_2019_clearcut,-0.593674658,0
B3R4collarS6,clearcut,2020,3,4,collar,6,23,7.2,0,0,0,0,alive,0,Z,0,terminal,0,B3R4collarS6_2020,B3R4collarS6_2020_clearcut,-0.593674658,0
B3R4collarS7,clearcut,2018,3,4,collar,7,16,3,0,0,0,0,alive,0,,0,alive,0,B3R4collarS7_2018,B3R4collarS7_2018_clearcut,-0.593674658,0
B3R4collarS7,clearcut,2019,3,4,collar,7,27,4.3,0,0,0,0,alive,0,,0,alive,0,B3R4collarS7_2019,B3R4collarS7_2019_clearcut,-0.593674658,0
B3R4collarS7,clearcut,2020,3,4,collar,7,42,6.2,0,0,0,0,alive,0,Z,0,alive,0,B3R4collarS7_2020,B3R4collarS7_2020_clearcut,-0.593674658,0
B3R4collarS8,clearcut,2018,3,4,collar,8,24,3.9,0,0,0,0,alive,0,,0,alive,0,B3R4collarS8_2018,B3R4collarS8_2018_clearcut,-0.593674658,0
B3R4collarS8,clearcut,2019,3,4,collar,8,33,8,0,0,0,0,alive,0,,0,alive,0,B3R4collarS8_2019,B3R4collarS8_2019_clearcut,-0.593674658,0
B3R4collarS8,clearcut,2020,3,4,collar,8,60,14.5,260,0,0,0,alive,0,Z,0,alive,0,B3R4collarS8_2020,B3R4collarS8_2020_clearcut,1.033344319,260
